name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Allen Bradford,M,987817135,2004-04-22,Sophomore,School of Environmental and Biological Sciences,0,1,['CS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,10000,[936710747]
Holly Pierce,F,710681775,2006-02-19,Junior,School of Arts and Sciences,0,0,['CS' 'NCA' 'BS'],Suite,1,0,1,4000-6000,6000,"[858286600, 968810557]"
Connor Stevens,M,669738162,2003-12-18,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[650137017, 780201261]"
Hunter White,M,554525876,2005-12-27,Senior,School of Management and Labor Relations,0,0,['BH' 'BS' 'MS'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[591672066, 402526522]"
Lori Eaton,F,917447865,2005-04-21,Senior,School of Arts and Sciences,0,1,['RA' 'AH' 'BS'],Apartment,1,1,1,4000-6000,5000,"[269634657, 387179002]"
Brenda Sanders,F,519947450,2002-08-27,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Apartment,1,1,1,6000-8000,8000,[819160692]
Brandon Love,M,283305147,2004-05-05,Freshman,School of Communication and Information,0,0,['AH' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[535023363, 529314397]"
Timothy Lutz,M,974210236,2005-01-12,Senior,School of Arts and Sciences,0,1,['WS' 'BS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[213617729, 161836875]"
Denise Hill,F,732611775,2001-12-28,Senior,Mason Gross School of the Arts,0,0,['WS' 'MH' 'SA'],Apartment,1,1,1,6000-8000,8000,"[524370633, 771737237]"
Lisa Robertson,F,426460352,2005-07-14,Freshman,School of Arts and Sciences,0,1,['MH' 'NCA' 'BS'],Suite,1,1,1,8000-11000,10000,[904365460]
Jody Craig,F,288507074,2002-08-26,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'AH'],Suite,1,1,1,8000-11000,11000,"[387419515, 323062699]"
Michael Spence,M,744875202,2002-05-15,Sophomore,School of Engineering,0,0,['CS' 'BS' 'JS'],Suite,1,1,1,8000-11000,11000,"[778965232, 759803230]"
Kimberly Ponce,F,934921410,2003-02-14,Sophomore,School of Engineering,0,1,['MRS' 'MH' 'BS'],Apartment,1,1,1,8000-11000,10000,[704000321]
Wendy Cortez,F,125666501,2002-05-05,Sophomore,School of Arts and Sciences,0,1,['MS' 'BS' 'MZH'],Suite,1,1,1,8000-11000,10000,"[832399977, 722177230]"
Sandra Smith,F,568263877,2001-01-24,Freshman,School of Engineering,0,0,['MS' 'TS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[781716660, 327319832]"
Christopher Zamora,M,669582531,2006-08-16,Freshman,School of Arts and Sciences,0,0,['MZH' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,[148302781]
Ashley Jones,F,803710149,2002-03-10,Sophomore,School of Environmental and Biological Sciences,1,0,['SA' 'WS' 'BS'],Suite,1,1,1,8000-11000,11000,[550303613]
Rebecca Williams,F,486630601,2004-11-07,Junior,Mason Gross School of the Arts,0,0,['WS' 'JS' 'MS'],Apartment,1,1,1,4000-6000,6000,"[790550356, 884990458]"
Robin Martinez,F,841721034,2006-07-20,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,11000,"[650937809, 133484776]"
Ray Phillips,M,985207408,2001-07-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,5000,"[840355584, 787420282]"
Taylor Morris,F,654894285,2003-04-12,Sophomore,School of Arts and Sciences,1,0,['BH' 'AH' 'MS'],Apartment,1,1,1,8000-11000,11000,"[875298900, 917458133]"
Lindsey Thompson,F,606397646,2003-09-17,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'CS'],Apartment,1,1,1,4000-6000,6000,"[641835684, 820529083]"
Andre Thomas,M,893887696,2006-02-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'BH' 'AH'],Apartment,1,1,0,6000-8000,8000,"[953619679, 710133083]"
Brittney Andrews,F,482239697,2001-03-19,Junior,School of Arts and Sciences,0,0,['TS' 'CS' 'MS'],Apartment,1,0,1,4000-6000,6000,[892455235]
Amber Mitchell,F,642794706,2002-11-03,Junior,School of Communication and Information,0,0,['MS' 'RA' 'MH'],Apartment,1,1,0,8000-11000,11000,"[458237461, 329168145]"
Sabrina Jacobs,F,500868308,2003-04-28,Junior,School of Arts and Sciences,0,1,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,10000,"[393738086, 260573679]"
Nicole Blanchard,F,506979542,2003-05-19,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'TS'],Suite,1,1,1,8000-11000,11000,[339227954]
Brianna Lee,F,792036566,2004-03-15,Junior,School of Arts and Sciences,0,0,['NCA' 'TS' 'MZH'],Apartment,1,1,1,4000-6000,6000,"[420099063, 880600393]"
Lisa Hill,F,127927512,2005-06-02,Freshman,School of Arts and Sciences,0,1,['RA' 'TS' 'CS'],Apartment,1,1,1,8000-11000,10000,"[130443875, 228843870]"
Jacob Allen,M,146490585,2001-07-17,Sophomore,School of Management and Labor Relations,0,1,['MS' 'WS' 'AH'],Suite,1,1,1,6000-8000,7000,"[962954231, 682289804]"
Zachary Rosales,M,687211739,2004-11-26,Senior,Mason Gross School of the Arts,0,0,['BH' 'SA' 'CS'],Suite,1,1,1,4000-6000,6000,"[280109145, 306427008]"
Shawn Bond,M,753976540,2003-04-07,Junior,School of Arts and Sciences,0,0,['SA' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[173322862]
Randall Fleming,M,541295837,2005-11-21,Junior,School of Engineering,0,0,['SA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,[538857565]
Jason Mcmillan,M,612967645,2006-08-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,11000,[970754798]
Martin Morales,M,809125087,2001-06-26,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,8000,"[412503684, 654282356]"
Roy Ryan,M,754607324,2005-09-16,Sophomore,School of Arts and Sciences,0,1,['BH' 'MS' 'MH'],Apartment,1,1,1,4000-6000,5000,[124176959]
Laura Anderson,F,500221154,2003-03-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[809698753, 538907067]"
Brandon Lane,M,397231334,2005-04-15,Freshman,School of Communication and Information,0,0,['BS' 'WS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[734802504]
Jeremiah Tran,M,230671590,2003-10-27,Senior,School of Arts and Sciences,0,0,['SA' 'CS' 'BH'],Apartment,1,1,1,6000-8000,8000,[450602096]
Eddie Wheeler,M,484115692,2004-09-30,Sophomore,School of Communication and Information,0,0,['WS' 'RA' 'CS'],Apartment,1,0,1,8000-11000,11000,[145942793]
Patrick Christensen,M,853255405,2006-07-31,Sophomore,School of Arts and Sciences,0,0,['CS' 'SA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[205456216, 640271472]"
Laurie Williams,F,816006382,2002-07-28,Junior,School of Arts and Sciences,0,0,['TS' 'NCA' 'MS'],Suite,1,1,1,4000-6000,6000,"[884843803, 979816448]"
Rose Ballard,F,888546543,2005-09-17,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'MZH' 'WS'],Apartment,1,1,1,4000-6000,6000,[556658871]
Andrew Hoffman,M,597099760,2005-08-23,Sophomore,School of Arts and Sciences,0,1,['RA' 'JS' 'MZH'],Suite,1,1,0,6000-8000,7000,[310911309]
Stacey Cunningham,F,378553580,2003-09-14,Sophomore,School of Arts and Sciences,0,0,['SA' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[429961942]
Michael Lewis,M,729105650,2003-11-25,Freshman,Mason Gross School of the Arts,0,0,['TS' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[628616466, 678504800]"
Seth Taylor,M,860120309,2001-07-31,Junior,School of Arts and Sciences,0,0,['MH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,11000,[705152155]
Alexa Tucker,F,383689982,2004-10-05,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[553298078, 127185247]"
Derek Anderson,M,463996159,2004-07-08,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000,"[602153115, 439584062]"
Jamie Wolf,F,807429376,2004-12-16,Freshman,School of Arts and Sciences,0,0,['BH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[509430508, 150931371]"
Luis Cox,M,758842623,2004-03-21,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'MRS'],Apartment,1,0,1,4000-6000,6000,"[652022564, 596165497]"
William Christian,M,686146816,2004-07-26,Sophomore,School of Environmental and Biological Sciences,0,1,['WS' 'MZH' 'CS'],Suite,1,1,1,4000-6000,5000,[441578328]
Amanda Blair,F,746013955,2003-10-21,Sophomore,School of Communication and Information,1,0,['MH' 'MZH' 'MRS'],Suite,1,1,1,4000-6000,6000,"[938481175, 799684189]"
Aaron Reid,M,799237376,2005-09-11,Sophomore,School of Arts and Sciences,0,1,['SA' 'BS' 'TS'],Suite,1,1,1,4000-6000,5000,"[312358616, 245671802]"
Jerry Armstrong,M,956605701,2006-07-03,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'BH'],Apartment,1,1,1,8000-11000,11000,"[270594687, 516188048]"
Stephanie Summers,F,223446272,2001-05-03,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'AH'],Suite,1,1,1,4000-6000,5000,[800129918]
Jaclyn Patterson,F,231728391,2006-01-26,Freshman,School of Arts and Sciences,0,1,['MRS' 'WS' 'MS'],Apartment,1,1,1,6000-8000,7000,[562620228]
Jamie Franklin,F,162358536,2005-07-21,Junior,School of Arts and Sciences,0,0,['CS' 'RA' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[763589358, 906401365]"
James Townsend,M,587859209,2004-08-21,Sophomore,School of Arts and Sciences,0,0,['MRS' 'MS' 'SA'],Suite,1,1,1,4000-6000,6000,"[775440991, 179654332]"
Louis Roy,M,560727301,2001-01-17,Freshman,School of Arts and Sciences,0,0,['TS' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,"[875296645, 325177966]"
Katherine Brown,F,507299083,2005-05-15,Junior,School of Arts and Sciences,0,0,['MS' 'MRS' 'CS'],Apartment,1,1,1,8000-11000,11000,[672182171]
Jerry Cruz,M,513213708,2006-05-06,Freshman,Mason Gross School of the Arts,0,0,['MH' 'RA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[626255378, 646370204]"
Kristi James,F,486843662,2005-02-04,Junior,School of Arts and Sciences,0,1,['MRS' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[830295007, 912393537]"
Joshua Newman,M,765330707,2006-04-14,Junior,Mason Gross School of the Arts,0,0,['TS' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000,"[779603186, 191697021]"
Andrea Wilson,F,818816276,2002-11-21,Sophomore,School of Arts and Sciences,0,0,['MH' 'MRS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[954819353, 159681536]"
Michael Jenkins,M,535307541,2004-08-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'NCA' 'MRS'],Apartment,1,1,1,8000-11000,11000,[107381264]
William Smith,M,723674389,2006-09-20,Senior,Mason Gross School of the Arts,0,0,['JS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,6000,"[845137369, 695823538]"
Nicole Williams,F,695411991,2003-09-22,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[628031976, 877245314]"
Kimberly Young,F,884843803,2001-01-24,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[816006382, 979816448]"
Matthew Banks,M,716645659,2005-07-31,Freshman,School of Arts and Sciences,0,0,['WS' 'MH' 'MRS'],Suite,1,1,1,4000-6000,6000,[629389109]
Grace Conner,F,175899933,2001-12-09,Freshman,School of Engineering,0,0,['AH' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[720094535, 647475028]"
Mark Hansen,M,190784797,2000-12-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'RA' 'BH'],Suite,1,1,1,6000-8000,8000,"[358069713, 521145220]"
Kevin Mendez,M,865010974,2003-03-20,Freshman,School of Arts and Sciences,0,0,['JS' 'BH' 'TS'],Suite,1,0,1,4000-6000,6000,"[646128805, 229688211]"
Greg Jackson,M,201532008,2003-09-28,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MRS'],Suite,1,1,1,8000-11000,10000,[937440933]
Mary Wagner MD,F,889701665,2001-01-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MH' 'MS'],Suite,1,1,1,8000-11000,11000,[324373966]
John Williams,M,658498850,2003-02-06,Sophomore,School of Communication and Information,0,0,['NCA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,11000,[890642956]
Brittany Collins,F,936363302,2002-06-19,Senior,School of Arts and Sciences,0,0,['RA' 'JS' 'BS'],Suite,1,1,1,8000-11000,11000,"[263979937, 419245655]"
Bethany Garcia,F,470123816,2003-02-18,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MS'],Suite,1,1,1,6000-8000,8000,"[216036524, 543531121]"
Jennifer Durham,F,425641258,2001-06-22,Junior,School of Engineering,0,1,['MRS' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,[770427758]
Kelly Joseph,F,871818542,2002-05-28,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'MH'],Suite,1,0,1,8000-11000,11000,"[189795651, 235430950]"
Derek Blevins,M,191702320,2001-07-30,Junior,School of Arts and Sciences,0,0,['SA' 'MS' 'CS'],Apartment,1,1,1,8000-11000,11000,"[287048047, 244377453]"
Mr. Carl Steele,M,301049137,2006-07-26,Junior,School of Social Work,0,1,['MS' 'CS' 'BS'],Apartment,1,1,1,4000-6000,5000,[244853029]
Alan Meyers,M,361334066,2002-12-20,Freshman,School of Arts and Sciences,0,0,['MRS' 'MH' 'SA'],Suite,1,1,1,6000-8000,8000,[621981747]
Jesus Bates,M,265413936,2002-01-22,Freshman,School of Communication and Information,0,1,['MRS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,5000,[939747253]
Victoria Sanchez,F,319923510,2003-01-30,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'AH' 'NCA'],Suite,1,1,1,8000-11000,11000,"[168539069, 142758004]"
Nicholas Mcdowell,M,765412664,2006-05-06,Sophomore,School of Engineering,0,0,['MS' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[970754798, 612967645]"
Angela Winters,F,673883449,2000-12-07,Sophomore,School of Engineering,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[768511741]
Jacob Smith,M,739452220,2006-03-12,Freshman,School of Communication and Information,0,0,['BS' 'MZH' 'RA'],Suite,1,1,1,8000-11000,11000,"[152576004, 790619196]"
Wendy Munoz,F,550167869,2001-10-29,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'RA' 'MZH'],Suite,1,1,1,4000-6000,5000,[365335056]
Mr. Keith Brown Jr.,M,664413502,2006-05-03,Junior,School of Management and Labor Relations,0,1,['CS' 'NCA' 'BH'],Apartment,1,1,0,8000-11000,10000,[904447851]
Debra Green,F,961684798,2004-11-04,Freshman,School of Engineering,0,0,['AH' 'NCA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[632802153, 588197434]"
Kimberly Lawson,F,805422400,2000-11-06,Sophomore,School of Social Work,0,0,['NCA' 'AH' 'RA'],Apartment,1,1,1,6000-8000,8000,"[946393219, 109972430]"
Cole Byrd,M,111535425,2004-01-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'CS' 'SA'],Apartment,1,1,1,8000-11000,10000,"[267210643, 496469028]"
Benjamin Griffith,M,912393537,2005-02-24,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000,[830295007]
Nathan Ball,M,439584062,2003-09-07,Freshman,School of Engineering,0,0,['NCA' 'BH' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[463996159]
Robert Peters,M,977847620,2004-07-17,Junior,School of Arts and Sciences,0,0,['AH' 'SA' 'MS'],Suite,1,1,1,8000-11000,11000,"[872181148, 118617516]"
Kristen Griffin,F,937289029,2004-07-02,Senior,Mason Gross School of the Arts,0,0,['MS' 'TS' 'MH'],Suite,1,1,1,8000-11000,11000,"[584679687, 217327163]"
Sean Gilbert,M,347350342,2003-01-21,Freshman,Mason Gross School of the Arts,1,0,['SA' 'JS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[810707111, 291998382]"
Lauren Martinez,F,720094535,2001-09-09,Junior,School of Arts and Sciences,0,1,['SA' 'MRS' 'TS'],Suite,1,1,1,8000-11000,10000,"[175899933, 647475028]"
Michael Parks,M,218268999,2006-06-02,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['NCA' 'MRS' 'SA'],Suite,1,1,1,8000-11000,11000,"[922785517, 854208949]"
Samantha Proctor,F,272041287,2005-06-29,Junior,Mason Gross School of the Arts,0,1,['BS' 'JS' 'NCA'],Apartment,1,1,1,6000-8000,7000,"[322211962, 843727299]"
William Kirby,M,880600393,2003-12-10,Senior,School of Environmental and Biological Sciences,0,1,['MRS' 'TS' 'WS'],Suite,1,0,1,8000-11000,10000,[792036566]
Christian Coffey,M,334677323,2001-09-18,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,[688530525]
David Vega,M,916637005,2000-10-18,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[407472903, 378825936]"
Tracy Brandt,F,747865422,2006-08-02,Freshman,School of Arts and Sciences,0,1,['NCA' 'AH' 'CS'],Suite,1,1,1,4000-6000,5000,"[577384393, 273836511]"
Kimberly Ho,F,501138765,2000-11-12,Junior,School of Arts and Sciences,0,0,['MS' 'MRS' 'RA'],Suite,1,1,1,4000-6000,6000,"[837199839, 649980283]"
Ashley Oconnell,F,161416525,2000-12-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,1,['WS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000,[784429488]
Christy Nelson,F,923059535,2004-11-16,Junior,School of Management and Labor Relations,0,0,['BH' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[424545196]
Christopher Stephens,M,914613581,2001-08-13,Senior,School of Management and Labor Relations,0,0,['NCA' 'TS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[811366323, 989169580]"
Kenneth Santana,M,422602067,2003-03-05,Junior,School of Environmental and Biological Sciences,1,1,['JS' 'RA' 'SA'],Suite,1,1,1,8000-11000,10000,"[756985552, 241955876]"
Lisa West,F,901096788,2001-12-02,Freshman,School of Engineering,0,0,['NCA' 'SA' 'MS'],Apartment,1,1,0,4000-6000,6000,"[731996505, 466151316]"
Marcus Carter,M,204186967,2002-07-05,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'JS'],Suite,1,1,1,4000-6000,5000,"[245916771, 935931443]"
Sheryl Fleming,F,933102938,2002-09-11,Sophomore,School of Social Work,0,1,['TS' 'MH' 'SA'],Apartment,1,1,1,4000-6000,5000,"[315963094, 504242313]"
Susan Morrison,F,710133083,2002-11-04,Junior,School of Arts and Sciences,0,0,['RA' 'CS' 'MH'],Apartment,1,1,1,4000-6000,6000,[953619679]
Dawn Harris,F,167871836,2003-10-24,Sophomore,School of Arts and Sciences,1,1,['BS' 'MZH' 'RA'],Suite,1,1,1,4000-6000,5000,"[231924829, 836791265]"
Audrey Bell,F,650683744,2006-06-05,Freshman,School of Environmental and Biological Sciences,0,0,['WS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,11000,"[734132145, 291542238]"
Daniel Barnes,M,723617121,2001-06-23,Sophomore,School of Communication and Information,0,1,['RA' 'SA' 'NCA'],Suite,1,1,1,4000-6000,5000,"[835695531, 223298156]"
John Johnson DDS,M,683132265,2005-03-24,Freshman,School of Arts and Sciences,0,0,['TS' 'WS' 'MH'],Suite,1,1,1,8000-11000,11000,"[894137910, 157786144]"
Rebecca Martinez,F,561268076,2006-08-08,Junior,School of Arts and Sciences,0,1,['BS' 'NCA' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,7000,[801763962]
Deborah Malone,F,731440493,2003-07-19,Junior,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[190654990, 583114877]"
Joseph Shaw,M,588793201,2000-11-14,Freshman,School of Communication and Information,0,1,['JS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,10000,[772131776]
Brett Horton,M,976004465,2004-07-09,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[265178645]
Candice Edwards,F,261432691,2003-08-29,Sophomore,School of Arts and Sciences,0,0,['AH' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000,[224954310]
Brian Jackson,M,354895220,2003-03-29,Freshman,School of Arts and Sciences,0,0,['MRS' 'SA' 'TS'],Suite,1,1,1,4000-6000,6000,"[485845600, 941385171]"
William Young,M,680805759,2000-11-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'WS' 'SA'],Suite,1,1,1,4000-6000,6000,[555171970]
Kristen Davenport,F,567199103,2003-01-25,Freshman,Mason Gross School of the Arts,0,1,['MZH' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[966668637, 496691737]"
Regina Colon,F,811607428,2003-10-10,Junior,School of Environmental and Biological Sciences,0,0,['AH' 'RA' 'JS'],Suite,1,1,1,8000-11000,11000,"[609669823, 847074986]"
Thomas Hunt,M,169862535,2000-10-26,Freshman,School of Management and Labor Relations,0,0,['AH' 'JS' 'BS'],Traditional Residence Hall,1,1,0,4000-6000,6000,"[640925847, 378375022]"
Kimberly Khan,F,911377802,2006-01-27,Junior,School of Arts and Sciences,0,1,['TS' 'SA' 'MH'],Suite,1,1,0,4000-6000,5000,"[424545196, 923059535]"
Tracey Terry,F,778978702,2006-03-19,Senior,School of Arts and Sciences,0,0,['JS' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,[593185437]
Kenneth Gray,M,453141903,2003-08-16,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'MZH'],Apartment,1,1,0,4000-6000,6000,"[568013423, 650980051]"
William Lee,M,602482065,2002-11-07,Sophomore,School of Engineering,0,1,['JS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,10000,[303042985]
David Payne,M,904365460,2003-07-28,Freshman,School of Communication and Information,0,0,['RA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[396275358, 426460352]"
Sabrina Coleman,F,625083796,2003-04-24,Freshman,School of Communication and Information,0,0,['SA' 'MH' 'JS'],Suite,1,1,1,4000-6000,6000,"[523898634, 194063196]"
James Davis,M,891897240,2005-12-16,Freshman,School of Arts and Sciences,0,0,['MH' 'CS' 'TS'],Suite,1,1,1,4000-6000,6000,"[172519675, 678103833]"
Mr. Joel Duncan,M,188466585,2004-05-20,Junior,Mason Gross School of the Arts,0,1,['BS' 'JS' 'TS'],Suite,1,0,1,4000-6000,5000,[421397520]
Shannon Frederick,M,474506652,2002-08-17,Junior,School of Management and Labor Relations,0,0,['RA' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,6000,"[630100775, 428548501]"
